xm_lf,lf2_Sfs,sqrt_h1_h2,h_wf,kn
0.2,3.0,1.0,0.5,0.0015424459751645265
0.2,3.0,1.0,0.6,0.002073360350674055
0.2,3.0,1.0,0.8,0.0027104576012854896
0.2,3.0,1.0,1.0,0.003202251970178527
0.2,3.0,1.0,2.0,0.003571097746848305
0.2,3.0,1.2,0.5,0.0018754740834386852
0.2,3.0,1.2,0.6,0.0025210176991150445
0.2,3.0,1.2,0.8,0.003295670037926675
0.2,3.0,1.2,1.0,0.003893647281921619
0.2,3.0,1.2,2.0,0.004342130214917826
0.2,3.0,1.4,0.5,0.002188882219397935
0.2,3.0,1.4,0.6,0.0029423018239008478
0.2,3.0,1.4,0.8,0.003846405349304342
0.2,3.0,1.4,1.0,0.004544309825054409
0.2,3.0,1.4,2.0,0.0050677381818669594
0.2,3.0,1.6,0.5,0.002519720905993959
0.2,3.0,1.6,0.6,0.0033870161453759375
0.2,3.0,1.6,0.8,0.004427770432634311
0.2,3.0,1.6,1.0,0.005231159707009198
0.2,3.0,1.6,2.0,0.005833701662790361
0.2,4.0,0.8,0.5,0.001091362654768874
0.2,4.0,0.8,0.6,0.0014670128439103337
0.2,4.0,0.8,0.8,0.0019177930708800862
0.2,4.0,0.8,1.0,0.002265763772400596
0.2,4.0,0.8,2.0,0.002526741798540979
0.2,4.0,1.0,0.5,0.0013106551508205628
0.2,4.0,1.0,0.6,0.001761786452733438
0.2,4.0,1.0,0.8,0.002303144015028887
0.2,4.0,1.0,1.0,0.0027210340631166033
0.2,4.0,1.0,2.0,0.00303445159918239
0.2,4.0,1.2,0.5,0.0015936375129295486
0.2,4.0,1.2,0.6,0.0021421721641190668
0.2,4.0,1.2,0.8,0.002800413745546489
0.2,4.0,1.2,1.0,0.0033085300540167794
0.2,4.0,1.2,2.0,0.0036896172853694976
0.2,4.0,1.4,0.5,0.0018599482909522577
0.2,4.0,1.4,0.6,0.002500147883852492
0.2,4.0,1.4,0.8,0.0032683873953327724
0.2,4.0,1.4,1.0,0.0038614143866508833
0.2,4.0,1.4,2.0,0.004306184630139467
0.2,4.0,1.6,0.5,0.00214107024637863
0.2,4.0,1.6,0.6,0.0028780328311828686
0.2,4.0,1.6,0.8,0.0037623879329479544
0.2,4.0,1.6,1.0,0.0044450480115034606
0.2,4.0,1.6,2.0,0.0049570430704200885
0.2,5.0,0.8,0.5,0.0008788032682857242
0.2,5.0,0.8,0.6,0.0011812899004855204
0.2,5.0,0.8,0.8,0.0015442738591252762
0.2,5.0,0.8,1.0,0.0018244720026366667
0.2,5.0,0.8,2.0,0.00203462061027021
0.2,5.0,1.0,0.5,0.001055385233408557
0.2,5.0,1.0,0.6,0.0014186518898354151
