lf2_over_Sfs,xm_over_lf,sqrt_h1_over_h2,h_over_wf,construction_y,construction_p,kn,outside_digitized_chart
3.0,0.3,1.6,0.8,3.2944473708854245,1.3436381800140964,0.002838190900070482,False
3.0,0.3,1.6,1.0,3.2944473708854245,1.3436381800140964,0.003600556716087398,False
3.0,0.3,1.6,2.0,3.2944473708854245,1.3436381800140964,0.004329652166122639,False
3.0,0.4,0.8,0.5,3.621674977759049,1.0998075312714444,0.0008394995813057551,False
3.0,0.4,0.8,0.6,3.621674977759049,1.0998075312714444,0.0011493648531957661,False
3.0,0.4,0.8,0.8,3.621674977759049,1.0998075312714444,0.0016190376563572214,False
3.0,0.4,0.8,1.0,3.621674977759049,1.0998075312714444,0.002078787447010099,False
3.0,0.4,0.8,2.0,3.621674977759049,1.0998075312714444,0.0024286334720272544,False
3.0,0.4,1.0,0.5,3.621674977759049,1.16508820340313,0.0010092293288481381,False
3.0,0.4,1.0,0.6,3.621674977759049,1.16508820340313,0.001364791071230329,False
3.0,0.4,1.0,0.8,3.621674977759049,1.16508820340313,0.00194544101701565,False
3.0,0.4,1.0,1.0,3.621674977759049,1.16508820340313,0.002496564501780032,False
3.0,0.4,1.0,2.0,3.621674977759049,1.16508820340313,0.002892126244162223,False
3.0,0.4,1.2,0.5,3.621674977759049,1.239523662349399,0.0012106662545783174,False
3.0,0.4,1.2,0.6,3.621674977759049,1.239523662349399,0.0016222851844578366,False
3.0,0.4,1.2,0.8,3.621674977759049,1.239523662349399,0.002317618311746995,False
3.0,0.4,1.2,1.0,3.621674977759049,1.239523662349399,0.0029610943403313343,False
3.0,0.4,1.2,2.0,3.621674977759049,1.239523662349399,0.0034601416650301324,False
3.0,0.4,1.4,0.5,3.621674977759049,1.315174250036849,0.001425522750110547,False
3.0,0.4,1.4,0.6,3.621674977759049,1.315174250036849,0.0019006970001473962,False
3.0,0.4,1.4,0.8,3.621674977759049,1.315174250036849,0.002695871250184245,False
3.0,0.4,1.4,1.0,3.621674977759049,1.315174250036849,0.003424080350228464,False
3.0,0.4,1.4,2.0,3.621674977759049,1.315174250036849,0.004082015975320587,False
3.0,0.4,1.6,0.5,3.621674977759049,1.3976361349437374,0.0016729084048312125,False
3.0,0.4,1.6,0.6,3.621674977759049,1.3976361349437374,0.0022305445397749497,False
3.0,0.4,1.6,0.8,3.621674977759049,1.3976361349437374,0.0031081806747186875,False
3.0,0.4,1.6,1.0,3.621674977759049,1.3976361349437374,0.003935344036651173,False
3.0,0.4,1.6,2.0,3.621674977759049,1.3976361349437374,0.004799434374010516,False
3.0,0.5,0.8,0.5,3.9489025846326733,1.1268959093238968,0.0009099293642421316,False
3.0,0.5,0.8,0.6,3.9489025846326733,1.1268959093238968,0.0012387565007688593,False
3.0,0.5,0.8,0.8,3.9489025846326733,1.1268959093238968,0.0017544795466194838,False
3.0,0.5,0.8,1.0,3.9489025846326733,1.1268959093238968,0.0022521338196729392,False
3.0,0.5,0.8,2.0,3.9489025846326733,1.1268959093238968,0.002620960956199667,False
