xm_lf,lf2_Sfs,sqrt_h1_h2,h_wf,kn
0.6,8,1.4,2,0.003222
0.6,8,1.6,0.5,0.00161312
0.6,8,1.6,0.6,0.002124668
0.6,8,1.6,0.8,0.002810607
0.6,8,1.6,1,0.003330875
0.6,8,1.6,2,0.003720349
0.6,14,0.8,0.5,0.000566137
0.6,14,0.8,0.6,0.000745669
0.6,14,0.8,0.8,0.000986405
0.6,14,0.8,1,0.001168997
0.6,14,0.8,2,0.001305686
0.6,14,1,0.5,0.000676938
0.6,14,1,0.6,0.000891606
0.6,14,1,0.8,0.001179457
0.6,14,1,1,0.001397785
0.6,14,1,2,0.001561226
0.6,14,1.2,0.5,0.000832021
0.6,14,1.2,0.6,0.001095869
0.6,14,1.2,0.8,0.001449665
0.6,14,1.2,1,0.001718011
0.6,14,1.2,2,0.001918895
0.6,14,1.4,0.5,0.000963335
0.6,14,1.4,0.6,0.001268824
0.6,14,1.4,0.8,0.001678459
0.6,14,1.4,1,0.001989156
0.6,14,1.4,2,0.002221744
0.6,14,1.6,0.5,0.001112334
0.6,14,1.6,0.6,0.001465074
0.6,14,1.6,0.8,0.001938067
0.6,14,1.6,1,0.00229682
0.6,14,1.6,2,0.002565383
0.7,2.5,0.8,0.5,0.00195796
0.7,2.5,0.8,0.6,0.002578863
0.7,2.5,0.8,0.8,0.003411437
0.7,2.5,0.8,1,0.004042923
0.7,2.5,0.8,2,0.004515655
0.7,2.5,1,0.5,0.002341158
0.7,2.5,1,0.6,0.003083579
0.7,2.5,1,0.8,0.004079099
0.7,2.5,1,1,0.004834175
0.7,2.5,1,2,0.005399428
0.7,2.5,1.2,0.5,0.002877506
0.7,2.5,1.2,0.6,0.003790012
0.7,2.5,1.2,0.8,0.0050136
0.7,2.5,1.2,1,0.005941661
0.7,2.5,1.2,2,0.00663641
0.7,2.5,1.4,0.5,0.003331648
0.7,2.5,1.4,0.6,0.004388171
0.7,2.5,1.4,0.8,0.005804872
0.7,2.5,1.4,1,0.006879403
0.7,2.5,1.4,2,0.007683801
0.7,2.5,1.6,0.5,0.003846957
0.7,2.5,1.6,0.6,0.005066892
0.7,2.5,1.6,0.8,0.006702715
0.7,2.5,1.6,1,0.007943446
0.7,2.5,1.6,2,0.00887226
0.7,4,0.8,0.5,0.001556783
0.7,4,0.8,0.6,0.002050466
0.7,4,0.8,0.8,0.002712449
0.7,4,0.8,1,0.003214547
0.7,4,0.8,2,0.003590419
0.7,4,1,0.5,0.001861466
0.7,4,1,0.6,0.002451768
0.7,4,1,0.8,0.003243311
0.7,4,1,1,0.003843675
0.7,4,1,2,0.00429311
0.7,4,1.2,0.5,0.002287918
0.7,4,1.2,0.6,0.003013456
0.7,4,1.2,0.8,0.003986337
0.7,4,1.2,1,0.004724242
0.7,4,1.2,2,0.005276641
0.7,4,1.4,0.5,0.002649009
0.7,4,1.4,0.6,0.003489055
0.7,4,1.4,0.8,0.004615481
0.7,4,1.4,1,0.005469846
0.7,4,1.4,2,0.006109426
0.7,4,1.6,0.5,0.003058733
0.7,4,1.6,0.6,0.00402871
0.7,4,1.6,0.8,0.00532936
0.7,4,1.6,1,0.006315871
0.7,4,1.6,2,0.007054376
0.7,6,0.8,0.5,0.001189153
0.7,6,0.8,0.6,0.001566254
0.7,6,0.8,0.8,0.002071912
0.7,6,0.8,1,0.002455441
0.7,6,0.8,2,0.002742552
0.7,6,1,0.5,0.001421886
0.7,6,1,0.6,0.00187279
0.7,6,1,0.8,0.002477412
0.7,6,1,1,0.002936002
0.7,6,1,2,0.003279305
0.7,6,1.2,0.5,0.001747633
0.7,6,1.2,0.6,0.002301837
0.7,6,1.2,0.8,0.003044975
0.7,6,1.2,1,0.003608626
0.7,6,1.2,2,0.004030577
0.7,6,1.4,0.5,0.002023453
0.7,6,1.4,0.6,0.002665125
0.7,6,1.4,0.8,0.003525548
0.7,6,1.4,1,0.004178157
0.7,6,1.4,2,0.004666703
0.7,6,1.6,0.5,0.002336422
0.7,6,1.6,0.6,0.003077342
0.7,6,1.6,0.8,0.004070847
0.7,6,1.6,1,0.004824396
0.7,6,1.6,2,0.005388505
0.7,8,0.8,0.5,0.000935785
0.7,8,0.8,0.6,0.001232539
0.7,8,0.8,0.8,0.001630458
0.7,8,0.8,1,0.00193227
0.7,8,0.8,2,0.002158207
0.7,8,1,0.5,0.00111893
0.7,8,1,0.6,0.001473762
0.7,8,1,0.8,0.00194956
0.7,8,1,1,0.00231044
0.7,8,1,2,0.002580596
0.7,8,1.2,0.5,0.001375272
0.7,8,1.2,0.6,0.001811394
0.7,8,1.2,0.8,0.002396194
0.7,8,1.2,1,0.00283975
0.7,8,1.2,2,0.003171798
0.7,8,1.4,0.5,0.001592324
0.7,8,1.4,0.6,0.002097277
0.7,8,1.4,0.8,0.002774373
0.7,8,1.4,1,0.003287934
0.7,8,1.4,2,0.003672387
0.7,8,1.6,0.5,0.00183861
0.7,8,1.6,0.6,0.002421665
0.7,8,1.6,0.8,0.003203488
0.7,8,1.6,1,0.003796481
0.7,8,1.6,2,0.004240398
0.7,14,0.8,0.5,0.000685191
0.7,14,0.8,0.6,0.000902477
0.7,14,0.8,0.8,0.001193838
0.7,14,0.8,1,0.001414828
0.7,14,0.8,2,0.001580261
0.7,14,1,0.5,0.000819292
0.7,14,1,0.6,0.001079104
0.7,14,1,0.8,0.001427488
0.7,14,1,1,0.001691728
0.7,14,1,2,0.001889539
0.7,14,1.2,0.5,0.001006988
0.7,14,1.2,0.6,0.001326321
0.7,14,1.2,0.8,0.001754518
0.7,14,1.2,1,0.002079294
0.7,14,1.2,2,0.002322423
0.7,14,1.4,0.5,0.001165916
0.7,14,1.4,0.6,0.001535648
0.7,14,1.4,0.8,0.002031425
0.7,14,1.4,1,0.002407459
0.7,14,1.4,2,0.002688959
0.7,14,1.6,0.5,0.001346249
0.7,14,1.6,0.6,0.001773168
0.7,14,1.6,0.8,0.002345627
0.7,14,1.6,1,0.002779822
0.7,14,1.6,2,0.003104863
0.8,2.5,0.8,0.5,0.002092274
0.8,2.5,0.8,0.6,0.00275577
0.8,2.5,0.8,0.8,0.003645458
0.8,2.5,0.8,1,0.004320263
0.8,2.5,0.8,2,0.004825425
0.8,2.5,1,0.5,0.002501759
0.8,2.5,1,0.6,0.00329511
0.8,2.5,1,0.8,0.004358921
0.8,2.5,1,1,0.005165795
0.8,2.5,1,2,0.005769823
0.8,2.5,1.2,0.5,0.0030749
0.8,2.5,1.2,0.6,0.004050004
0.8,2.5,1.2,0.8,0.005357529
0.8,2.5,1.2,1,0.006349253
0.8,2.5,1.2,2,0.007091661
0.8,2.5,1.4,0.5,0.003560196
0.8,2.5,1.4,0.6,0.004689195
0.8,2.5,1.4,0.8,0.00620308
0.8,2.5,1.4,1,0.007351324
0.8,2.5,1.4,2,0.008210902
0.8,2.5,1.6,0.5,0.004110854
0.8,2.5,1.6,0.6,0.005414476
0.8,2.5,1.6,0.8,0.007162515
0.8,2.5,1.6,1,0.008488358
0.8,2.5,1.6,2,0.009480889
0.8,4,0.8,0.5,0.001678233
0.8,4,0.8,0.6,0.00221043
0.8,4,0.8,0.8,0.002924057
0.8,4,0.8,1,0.003465325
0.8,4,0.8,2,0.00387052
0.8,4,1,0.5,0.002006685
0.8,4,1,0.6,0.00264304
0.8,4,1,0.8,0.003496333
0.8,4,1,1,0.004143534
0.8,4,1,2,0.004628031
0.8,4,1.2,0.5,0.002466407
0.8,4,1.2,0.6,0.003248547
0.8,4,1.2,0.8,0.004297326
0.8,4,1.2,1,0.005092798
0.8,4,1.2,2,0.00568829
0.8,4,1.4,0.5,0.002855668
0.8,4,1.4,0.6,0.003761249
0.8,4,1.4,0.8,0.004975551
0.8,4,1.4,1,0.005896568
0.8,4,1.4,2,0.006586044
0.8,4,1.6,0.5,0.003297356
0.8,4,1.6,0.6,0.004343004
0.8,4,1.6,0.8,0.005745123
0.8,4,1.6,1,0.006808595
0.8,4,1.6,2,0.007604713
0.8,6,0.8,0.5,0.001309216
0.8,6,0.8,0.6,0.001724391
0.8,6,0.8,0.8,0.002281103
0.8,6,0.8,1,0.002703355
0.8,6,0.8,2,0.003019454
0.8,6,1,0.5,0.001565447
0.8,6,1,0.6,0.002061877
0.8,6,1,0.8,0.002727544
0.8,6,1,1,0.003232436
0.8,6,1,2,0.0036104
0.8,6,1.2,0.5,0.001924083
0.8,6,1.2,0.6,0.002534243
0.8,6,1.2,0.8,0.003352411
0.8,6,1.2,1,0.003972971
0.8,6,1.2,2,0.004437525
0.8,6,1.4,0.5,0.002227751
0.8,6,1.4,0.6,0.002934209
0.8,6,1.4,0.8,0.003881505
0.8,6,1.4,1,0.004600005
0.8,6,1.4,2,0.005137877
0.8,6,1.6,0.5,0.002572319
0.8,6,1.6,0.6,0.003388046
0.8,6,1.6,0.8,0.004481861
0.8,6,1.6,1,0.005311492
0.8,6,1.6,2,0.005932556
0.8,8,0.8,0.5,0.001050551
0.8,8,0.8,0.6,0.001383699
0.8,8,0.8,0.8,0.00183042
0.8,8,0.8,1,0.002169246
0.8,8,0.8,2,0.002422893
0.8,8,1,0.5,0.001256158
0.8,8,1,0.6,0.001654507
0.8,8,1,0.8,0.002188657
0.8,8,1,1,0.002593796
0.8,8,1,2,0.002897084
0.8,8,1.2,0.5,0.001543937
0.8,8,1.2,0.6,0.002033546
0.8,8,1.2,0.8,0.002690067
0.8,8,1.2,1,0.003188022
0.8,8,1.2,2,0.003560792
0.8,8,1.4,0.5,0.001787609
0.8,8,1.4,0.6,0.00235449
0.8,8,1.4,0.8,0.003114627
0.8,8,1.4,1,0.003691171
0.8,8,1.4,2,0.004122774
0.8,8,1.6,0.5,0.0020641
0.8,8,1.6,0.6,0.002718661
0.8,8,1.6,0.8,0.003596368
0.8,8,1.6,1,0.004262087
0.8,8,1.6,2,0.004760446
0.8,14,0.8,0.5,0.000804245
0.8,14,0.8,0.6,0.001059285
0.8,14,0.8,0.8,0.001401271
0.8,14,0.8,1,0.001660658
0.8,14,0.8,2,0.001854836
0.8,14,1,0.5,0.000961647
0.8,14,1,0.6,0.001266601
0.8,14,1,0.8,0.001675518
0.8,14,1,1,0.001985671
0.8,14,1,2,0.002217852
0.8,14,1.2,0.5,0.001181955
0.8,14,1.2,0.6,0.001556773
0.8,14,1.2,0.8,0.002059371
0.8,14,1.2,1,0.002440578
0.8,14,1.2,2,0.002725951
0.8,14,1.4,0.5,0.001368497
0.8,14,1.4,0.6,0.001802471
0.8,14,1.4,0.8,0.002384391
0.8,14,1.4,1,0.002825762
0.8,14,1.4,2,0.003156174
0.8,14,1.6,0.5,0.001580164
0.8,14,1.6,0.6,0.002081261
0.8,14,1.6,0.8,0.002753186
0.8,14,1.6,1,0.003262825
0.8,14,1.6,2,0.003644342
